country,clf,feat_set,inc,auc_score,N,N_p,N_n
KZ,CART,appended,1,0.6761267233619228,4488,270,4218
KZ,CART,appended,2,0.7285983017273332,4488,270,4218
KZ,CART,appended,3,0.7371336937347114,4488,270,4218
KZ,CART,appended,4,0.7856787045063097,4488,270,4218
KZ,CART,appended,5,0.7908918182966658,4488,270,4218
KZ,CART,appended,6,0.8096875902931784,4488,270,4218
KZ,CART,appended,7,0.8132149187158136,4488,270,4218
KZ,CART,appended,8,0.8285534600241741,4488,270,4218
KZ,RF,inc-only,1,0.9068977317311232,4488,270,4218
KZ,RF,inc-only,2,0.9006162033857883,4488,270,4218
KZ,RF,inc-only,3,0.9017142101293467,4488,270,4218
KZ,RF,inc-only,4,0.9672001078202178,4488,270,4218
KZ,RF,inc-only,5,0.9443358737377717,4488,270,4218
KZ,RF,inc-only,6,0.9514907312553967,4488,270,4218
KZ,RF,inc-only,7,0.9409724332971847,4488,270,4218
KZ,RF,inc-only,8,0.9734632283441257,4488,270,4218
KZ,RF,appended,1,0.89975595564945,4488,270,4218
KZ,RF,appended,2,0.9531108175866199,4488,270,4218
KZ,RF,appended,3,0.9560463856253051,4488,270,4218
KZ,RF,appended,4,0.9764691755505773,4488,270,4218
KZ,RF,appended,5,0.979111625612847,4488,270,4218
KZ,RF,appended,6,0.9848629857694824,4488,270,4218
KZ,RF,appended,7,0.9837733594836972,4488,270,4218
KZ,RF,appended,8,0.9856441090593583,4488,270,4218
KZ,XGB,inc-only,1,0.8773757242737666,4488,270,4218
KZ,XGB,inc-only,2,0.8829557436780703,4488,270,4218
KZ,XGB,inc-only,3,0.9147746636663794,4488,270,4218
KZ,XGB,inc-only,4,0.9666076282178768,4488,270,4218
KZ,XGB,inc-only,5,0.9492338343679654,4488,270,4218
KZ,XGB,inc-only,6,0.9500508039193859,4488,270,4218
KZ,XGB,inc-only,7,0.9430641184237901,4488,270,4218
KZ,XGB,inc-only,8,0.973324638087221,4488,270,4218
KZ,XGB,appended,1,0.8901031171550472,4488,270,4218
KZ,XGB,appended,2,0.9426562382084666,4488,270,4218
KZ,XGB,appended,3,0.9551999176963998,4488,270,4218
KZ,XGB,appended,4,0.9723352020503353,4488,270,4218
KZ,XGB,appended,5,0.9772674037300125,4488,270,4218
KZ,XGB,appended,6,0.9846539538040816,4488,270,4218
KZ,XGB,appended,7,0.9846947616301783,4488,270,4218
KZ,XGB,appended,8,0.9903650273073673,4488,270,4218
LB,CART,inc-only,1,0.6323790805630428,1738,144,1594
LB,CART,inc-only,2,0.6654569107517221,1738,144,1594
LB,CART,inc-only,3,0.6981910283767595,1738,144,1594
LB,CART,inc-only,4,0.7364878612608565,1738,144,1594
LB,CART,inc-only,5,0.7544969021413597,1738,144,1594
LB,CART,inc-only,6,0.7652454421233903,1738,144,1594
LB,CART,inc-only,7,0.7584919231057203,1738,144,1594
LB,CART,inc-only,8,0.7859871967654987,1738,144,1594
LB,CART,appended,1,0.6532705338424678,1738,144,1594
LB,CART,appended,2,0.7023703298143157,1738,144,1594
LB,CART,appended,3,0.7205750224618149,1738,144,1594
LB,CART,appended,4,0.7439207097933513,1738,144,1594
LB,CART,appended,5,0.7776047750074873,1738,144,1594
LB,CART,appended,6,0.8098335953878407,1738,144,1594
LB,CART,appended,7,0.7761149015423779,1738,144,1594
LB,CART,appended,8,0.8179371630727763,1738,144,1594
LB,RF,inc-only,1,0.8504517164570231,1738,144,1594
LB,RF,inc-only,2,0.8979759564989518,1738,144,1594
LB,RF,inc-only,3,0.9174914364330639,1738,144,1594
LB,RF,inc-only,4,0.9468961047469303,1738,144,1594
LB,RF,inc-only,5,0.9187460691823899,1738,144,1594
LB,RF,inc-only,6,0.9255355738993711,1738,144,1594
LB,RF,inc-only,7,0.9221097259658582,1738,144,1594
LB,RF,inc-only,8,0.9661009564989518,1738,144,1594
LB,RF,appended,1,0.8353996799191374,1738,144,1594
LB,RF,appended,2,0.9053387522461815,1738,144,1594
LB,RF,appended,3,0.933755568658281,1738,144,1594
LB,RF,appended,4,0.9565222559149447,1738,144,1594
LB,RF,appended,5,0.9573693939053609,1738,144,1594
LB,RF,appended,6,0.964015376984127,1738,144,1594
LB,RF,appended,7,0.9650311189727463,1738,144,1594
LB,RF,appended,8,0.970287417640012,1738,144,1594
LB,XGB,inc-only,1,0.8258435347409404,1738,144,1594
LB,XGB,inc-only,2,0.8729516696615753,1738,144,1594
LB,XGB,inc-only,3,0.9132168126684637,1738,144,1594
LB,XGB,inc-only,4,0.9435019373315364,1738,144,1594
LB,XGB,inc-only,5,0.9345862814465409,1738,144,1594
LB,XGB,inc-only,6,0.9295418257711889,1738,144,1594
LB,XGB,inc-only,7,0.9246131888289907,1738,144,1594
LB,XGB,inc-only,8,0.9648300389338126,1738,144,1594
LB,XGB,appended,1,0.8215458408206049,1738,144,1594
LB,XGB,appended,2,0.8981179806828392,1738,144,1594
LB,XGB,appended,3,0.926430443246481,1738,144,1594
LB,XGB,appended,4,0.9581432034291704,1738,144,1594
LB,XGB,appended,5,0.9555254192872118,1738,144,1594
LB,XGB,appended,6,0.953972746331237,1738,144,1594
LB,XGB,appended,7,0.9601511025007488,1738,144,1594
LB,XGB,appended,8,0.9684939353099731,1738,144,1594
LK,CART,inc-only,1,0.6460807104610161,2670,193,2477
LK,CART,inc-only,2,0.6943334530494971,2670,193,2477
LK,CART,inc-only,3,0.7512302468329632,2670,193,2477
LK,CART,inc-only,4,0.796327706673632,2670,193,2477
LK,CART,inc-only,5,0.7724831853206217,2670,193,2477
LK,CART,inc-only,6,0.8019309128901658,2670,193,2477
LK,CART,inc-only,7,0.7945489421444429,2670,193,2477
LK,CART,inc-only,8,0.82026740237691,2670,193,2477
LK,CART,appended,1,0.6243558182055635,2670,193,2477
LK,CART,appended,2,0.6811789865482565,2670,193,2477
LK,CART,appended,3,0.7277776870837143,2670,193,2477
LK,CART,appended,4,0.8144284641504506,2670,193,2477
LK,CART,appended,5,0.7950076727177746,2670,193,2477
LK,CART,appended,6,0.8228875538722737,2670,193,2477
LK,CART,appended,7,0.8184476622698185,2670,193,2477
LK,CART,appended,8,0.8401178660049629,2670,193,2477
LK,RF,inc-only,1,0.8563159527229985,2670,193,2477
LK,RF,inc-only,2,0.8786185843019458,2670,193,2477
LK,RF,inc-only,3,0.9230619041400027,2670,193,2477
LK,RF,inc-only,4,0.9654006138174219,2670,193,2477
LK,RF,inc-only,5,0.94977422619825,2670,193,2477
LK,RF,inc-only,6,0.9433072678594749,2670,193,2477
LK,RF,inc-only,7,0.9401941034347656,2670,193,2477
LK,RF,inc-only,8,0.976166253101737,2670,193,2477
LK,RF,appended,1,0.8553664947107222,2670,193,2477
LK,RF,appended,2,0.9002569544207913,2670,193,2477
LK,RF,appended,3,0.9441421248530757,2670,193,2477
LK,RF,appended,4,0.9738701514953637,2670,193,2477
LK,RF,appended,5,0.9752337730181534,2670,193,2477
LK,RF,appended,6,0.9807236842105264,2670,193,2477
LK,RF,appended,7,0.9825204061642941,2670,193,2477
LK,RF,appended,8,0.9859483152670758,2670,193,2477
LK,XGB,inc-only,1,0.8519994776021941,2670,193,2477
LK,XGB,inc-only,2,0.8725514235340212,2670,193,2477
LK,XGB,inc-only,3,0.9195644508293066,2670,193,2477
LK,XGB,inc-only,4,0.968480312132689,2670,193,2477
LK,XGB,inc-only,5,0.9505117866004962,2670,193,2477
LK,XGB,inc-only,6,0.9342082408253886,2670,193,2477
LK,XGB,inc-only,7,0.9490991902834007,2670,193,2477
LK,XGB,inc-only,8,0.9756205106438552,2670,193,2477
LK,XGB,appended,1,0.8616209024422097,2670,193,2477
LK,XGB,appended,2,0.8976529646075486,2670,193,2477
LK,XGB,appended,3,0.9460243894475644,2670,193,2477
LK,XGB,appended,4,0.9739454094292803,2670,193,2477
LK,XGB,appended,5,0.976335542640721,2670,193,2477
LK,XGB,appended,6,0.9790160963823953,2670,193,2477
LK,XGB,appended,7,0.9812808541204128,2670,193,2477
LK,XGB,appended,8,0.9883755060728745,2670,193,2477
LT,CART,inc-only,1,0.7085314663373781,4997,415,4582
LT,CART,inc-only,2,0.6796956868095341,4997,415,4582
LT,CART,inc-only,3,0.740573273841554,4997,415,4582
LT,CART,inc-only,4,0.8036680287906692,4997,415,4582
LT,CART,inc-only,5,0.7674626768376964,4997,415,4582
LT,CART,inc-only,6,0.7848963673941902,4997,415,4582
LT,CART,inc-only,7,0.7740615868600431,4997,415,4582
LT,CART,inc-only,8,0.8256067975526916,4997,415,4582
LT,CART,appended,1,0.6975177385897378,4997,415,4582
LT,CART,appended,2,0.7220282568714401,4997,415,4582
LT,CART,appended,3,0.7868904075754395,4997,415,4582
LT,CART,appended,4,0.8105081998598661,4997,415,4582
LT,CART,appended,5,0.8140095154758747,4997,415,4582
LT,CART,appended,6,0.8485936689559671,4997,415,4582
LT,CART,appended,7,0.809634567664772,4997,415,4582
LT,CART,appended,8,0.859670187053295,4997,415,4582
LT,RF,inc-only,1,0.9159320823511711,4997,415,4582
LT,RF,inc-only,2,0.898164149566526,4997,415,4582
LT,RF,inc-only,3,0.9338726698475748,4997,415,4582
LT,RF,inc-only,4,0.9734875844043017,4997,415,4582
LT,RF,inc-only,5,0.9640553741644348,4997,415,4582
LT,RF,inc-only,6,0.946832027446545,4997,415,4582
LT,RF,inc-only,7,0.9398050938816729,4997,415,4582
LT,RF,inc-only,8,0.9761006089398043,4997,415,4582
LT,RF,appended,1,0.9215502521525527,4997,415,4582
LT,RF,appended,2,0.9488145326177002,4997,415,4582
LT,RF,appended,3,0.9648397913146868,4997,415,4582
LT,RF,appended,4,0.979226453720386,4997,415,4582
LT,RF,appended,5,0.9853265899559904,4997,415,4582
LT,RF,appended,6,0.9870326406559358,4997,415,4582
LT,RF,appended,7,0.9876598521682255,4997,415,4582
LT,RF,appended,8,0.9905172143886252,4997,415,4582
LT,XGB,inc-only,1,0.9052962047057139,4997,415,4582
LT,XGB,inc-only,2,0.8869955838455428,4997,415,4582
LT,XGB,inc-only,3,0.9312590432440476,4997,415,4582
LT,XGB,inc-only,4,0.9694301062752411,4997,415,4582
LT,XGB,inc-only,5,0.9637021599565376,4997,415,4582
LT,XGB,inc-only,6,0.9446036937159213,4997,415,4582
LT,XGB,inc-only,7,0.9423998143890163,4997,415,4582
LT,XGB,inc-only,8,0.978892294779002,4997,415,4582
LT,XGB,appended,1,0.9035546415226485,4997,415,4582
LT,XGB,appended,2,0.9389485545345344,4997,415,4582
LT,XGB,appended,3,0.9625988999284878,4997,415,4582
LT,XGB,appended,4,0.978677371411281,4997,415,4582
LT,XGB,appended,5,0.9854921590770958,4997,415,4582
LT,XGB,appended,6,0.987017734810756,4997,415,4582
LT,XGB,appended,7,0.9881889543547742,4997,415,4582
LT,XGB,appended,8,0.990286049686913,4997,415,4582
LU,CART,inc-only,1,0.7406351012757493,1084,111,973
LU,CART,inc-only,2,0.7043600851774636,1084,111,973
LU,CART,inc-only,3,0.7134240575330413,1084,111,973
LU,CART,inc-only,4,0.7913291605301914,1084,111,973
LU,CART,inc-only,5,0.7895775554832992,1084,111,973
LU,CART,inc-only,6,0.7575186963257655,1084,111,973
LU,CART,inc-only,7,0.8371961249354475,1084,111,973
LU,CART,inc-only,8,0.861667192650256,1084,111,973
LU,CART,appended,1,0.7566133669962831,1084,111,973
LU,CART,appended,2,0.7870490886138898,1084,111,973
LU,CART,appended,3,0.7789043124278765,1084,111,973
LU,CART,appended,4,0.7629096296437976,1084,111,973
LU,CART,appended,5,0.846448255965929,1084,111,973
LU,CART,appended,6,0.8320685818844876,1084,111,973
LU,CART,appended,7,0.8598620329106338,1084,111,973
LU,CART,appended,8,0.8453314174779565,1084,111,973
LU,RF,inc-only,1,0.9321499499518645,1084,111,973
LU,RF,inc-only,2,0.8987381972470337,1084,111,973
LU,RF,inc-only,3,0.9012022709739941,1084,111,973
LU,RF,inc-only,4,0.9647643593519882,1084,111,973
LU,RF,inc-only,5,0.9636193887114358,1084,111,973
LU,RF,inc-only,6,0.9410550912023666,1084,111,973
LU,RF,inc-only,7,0.9544860024609656,1084,111,973
LU,RF,inc-only,8,0.9792523382361379,1084,111,973
LU,RF,appended,1,0.933144616797047,1084,111,973
LU,RF,appended,2,0.951631186682733,1084,111,973
LU,RF,appended,3,0.9578171521654585,1084,111,973
LU,RF,appended,4,0.9773273179937392,1084,111,973
LU,RF,appended,5,0.975436566379129,1084,111,973
LU,RF,appended,6,0.9837145917411013,1084,111,973
LU,RF,appended,7,0.984859323298204,1084,111,973
LU,RF,appended,8,0.9858824410738991,1084,111,973
LU,XGB,inc-only,1,0.924086860611161,1084,111,973
LU,XGB,inc-only,2,0.8838462470273958,1084,111,973
LU,XGB,inc-only,3,0.8919472709421163,1084,111,973
LU,XGB,inc-only,4,0.9624458874458874,1084,111,973
LU,XGB,inc-only,5,0.9657434857729409,1084,111,973
LU,XGB,inc-only,6,0.9324990914828912,1084,111,973
LU,XGB,inc-only,7,0.9586752226663862,1084,111,973
LU,XGB,inc-only,8,0.9717279039075799,1084,111,973
LU,XGB,appended,1,0.9236657549617785,1084,111,973
LU,XGB,appended,2,0.9420836282029212,1084,111,973
LU,XGB,appended,3,0.9521158885297325,1084,111,973
LU,XGB,appended,4,0.9728971813655172,1084,111,973
LU,XGB,appended,5,0.9795495986585825,1084,111,973
LU,XGB,appended,6,0.9787899508444428,1084,111,973
LU,XGB,appended,7,0.9838400308577039,1084,111,973
LU,XGB,appended,8,0.9872514329068084,1084,111,973
LV,CART,inc-only,1,0.7330394935752079,3072,272,2800
LV,CART,inc-only,2,0.6715613189720332,3072,272,2800
LV,CART,inc-only,3,0.7456224017384732,3072,272,2800
LV,CART,inc-only,4,0.8011309523809523,3072,272,2800
LV,CART,inc-only,5,0.7749662226001511,3072,272,2800
LV,CART,inc-only,6,0.8141274565381708,3072,272,2800
LV,CART,inc-only,7,0.7984013605442176,3072,272,2800
LV,CART,inc-only,8,0.865707671957672,3072,272,2800
LV,CART,appended,1,0.7207527872260016,3072,272,2800
LV,CART,appended,2,0.7830803571428572,3072,272,2800
LV,CART,appended,3,0.8113763699924413,3072,272,2800
LV,CART,appended,4,0.8250821995464852,3072,272,2800
LV,CART,appended,5,0.8391947751322751,3072,272,2800
LV,CART,appended,6,0.8450696806500377,3072,272,2800
LV,CART,appended,7,0.8219791666666666,3072,272,2800
LV,CART,appended,8,0.8562807067271353,3072,272,2800
LV,RF,inc-only,1,0.9243861016628874,3072,272,2800
LV,RF,inc-only,2,0.9038567649281934,3072,272,2800
LV,RF,inc-only,3,0.9334344293272865,3072,272,2800
LV,RF,inc-only,4,0.9702279383975811,3072,272,2800
LV,RF,inc-only,5,0.9697652116402117,3072,272,2800
LV,RF,inc-only,6,0.9569760959939532,3072,272,2800
LV,RF,inc-only,7,0.9607327097505669,3072,272,2800
LV,RF,inc-only,8,0.9804780801209373,3072,272,2800
LV,RF,appended,1,0.9266423374905518,3072,272,2800
LV,RF,appended,2,0.9528129724111867,3072,272,2800
LV,RF,appended,3,0.96692791005291,3072,272,2800
LV,RF,appended,4,0.9786772486772487,3072,272,2800
LV,RF,appended,5,0.9832119236583522,3072,272,2800
LV,RF,appended,6,0.9857464096749812,3072,272,2800
LV,RF,appended,7,0.9861874055177627,3072,272,2800
LV,RF,appended,8,0.9878349395313681,3072,272,2800
LV,XGB,inc-only,1,0.907228835978836,3072,272,2800
LV,XGB,inc-only,2,0.8766631235827664,3072,272,2800
LV,XGB,inc-only,3,0.9184181311413454,3072,272,2800
LV,XGB,inc-only,4,0.9707676681783824,3072,272,2800
LV,XGB,inc-only,5,0.9673809523809523,3072,272,2800
LV,XGB,inc-only,6,0.9637570861678004,3072,272,2800
LV,XGB,inc-only,7,0.9588012566137566,3072,272,2800
LV,XGB,inc-only,8,0.9770290060468633,3072,272,2800
LV,XGB,appended,1,0.9133666383219954,3072,272,2800
LV,XGB,appended,2,0.9528349395313681,3072,272,2800
LV,XGB,appended,3,0.9686881141345427,3072,272,2800
LV,XGB,appended,4,0.9766893424036281,3072,272,2800
LV,XGB,appended,5,0.9826780990173848,3072,272,2800
LV,XGB,appended,6,0.9848899281934996,3072,272,2800
LV,XGB,appended,7,0.9867772108843538,3072,272,2800
LV,XGB,appended,8,0.9879842214663643,3072,272,2800
MA,CART,inc-only,1,0.6858651772544792,4710,187,4523
MA,CART,inc-only,2,0.6746487860776009,4710,187,4523
MA,CART,inc-only,3,0.6749175241414143,4710,187,4523
MA,CART,inc-only,4,0.8074257804382543,4710,187,4523
MA,CART,inc-only,5,0.7744675619613544,4710,187,4523
MA,CART,inc-only,6,0.7972019898966324,4710,187,4523
MA,CART,inc-only,7,0.7477895527399379,4710,187,4523
MA,CART,inc-only,8,0.8272898528546715,4710,187,4523
MA,CART,appended,1,0.6713865620572036,4710,187,4523
MA,CART,appended,2,0.7418626451863573,4710,187,4523
MA,CART,appended,3,0.7330095547186158,4710,187,4523
MA,CART,appended,4,0.7843772116610853,4710,187,4523
MA,CART,appended,5,0.789254880063208,4710,187,4523
MA,CART,appended,6,0.7929319295915069,4710,187,4523
MA,CART,appended,7,0.8338683932346119,4710,187,4523
MA,CART,appended,8,0.8246803041223563,4710,187,4523
MA,RF,inc-only,1,0.9001365867621185,4710,187,4523
MA,RF,inc-only,2,0.9093567022977227,4710,187,4523
MA,RF,inc-only,3,0.923516709776029,4710,187,4523
MA,RF,inc-only,4,0.9786621737423256,4710,187,4523
MA,RF,inc-only,5,0.9644373194327774,4710,187,4523
MA,RF,inc-only,6,0.9724987730368332,4710,187,4523
MA,RF,inc-only,7,0.9502312936955685,4710,187,4523
MA,RF,inc-only,8,0.985704651001523,4710,187,4523
MA,RF,appended,1,0.9044263752983297,4710,187,4523
MA,RF,appended,2,0.9409684629338882,4710,187,4523
MA,RF,appended,3,0.9544501191490907,4710,187,4523
MA,RF,appended,4,0.9790722910361201,4710,187,4523
MA,RF,appended,5,0.9856251997099614,4710,187,4523
MA,RF,appended,6,0.9900732182272804,4710,187,4523
MA,RF,appended,7,0.9854227022344325,4710,187,4523
MA,RF,appended,8,0.9929799185314736,4710,187,4523
MA,XGB,inc-only,1,0.8900707234592958,4710,187,4523
MA,XGB,inc-only,2,0.8923370466676697,4710,187,4523
MA,XGB,inc-only,3,0.9128565176249146,4710,187,4523
MA,XGB,inc-only,4,0.9708435466021517,4710,187,4523
MA,XGB,inc-only,5,0.9642940494913986,4710,187,4523
MA,XGB,inc-only,6,0.9671033610222591,4710,187,4523
MA,XGB,inc-only,7,0.9460127652722355,4710,187,4523
MA,XGB,inc-only,8,0.9829616357521073,4710,187,4523
MA,XGB,appended,1,0.8991492298521281,4710,187,4523
MA,XGB,appended,2,0.9427563847496018,4710,187,4523
MA,XGB,appended,3,0.9661820633407739,4710,187,4523
MA,XGB,appended,4,0.9802878185406015,4710,187,4523
MA,XGB,appended,5,0.9841795494943119,4710,187,4523
MA,XGB,appended,6,0.9879995076724611,4710,187,4523
MA,XGB,appended,7,0.9899238348905142,4710,187,4523
MA,XGB,appended,8,0.9919423492391857,4710,187,4523
MD,CART,inc-only,1,0.7351160517187008,1570,64,1506
MD,CART,inc-only,2,0.6880204982655314,1570,64,1506
MD,CART,inc-only,3,0.6992273730684326,1570,64,1506
MD,CART,inc-only,4,0.7313863134657836,1570,64,1506
MD,CART,inc-only,5,0.7433462630085147,1570,64,1506
MD,CART,inc-only,6,0.7971305581835383,1570,64,1506
MD,CART,inc-only,7,0.8159104383475244,1570,64,1506
MD,CART,inc-only,8,0.8070441501103753,1570,64,1506
MD,CART,appended,1,0.7257805108798486,1570,64,1506
MD,CART,appended,2,0.7378514664143803,1570,64,1506
MD,CART,appended,3,0.7430851466414381,1570,64,1506
MD,CART,appended,4,0.8151671397035636,1570,64,1506
MD,CART,appended,5,0.7410309050772627,1570,64,1506
MD,CART,appended,6,0.8845026805424157,1570,64,1506
MD,CART,appended,7,0.84660454115421,1570,64,1506
MD,CART,appended,8,0.7772191737622202,1570,64,1506
MD,RF,inc-only,1,0.9387079785556607,1570,64,1506
MD,RF,inc-only,2,0.9274301482182277,1570,64,1506
MD,RF,inc-only,3,0.9403853673919899,1570,64,1506
MD,RF,inc-only,4,0.9850637023021129,1570,64,1506
MD,RF,inc-only,5,0.9551002838221382,1570,64,1506
MD,RF,inc-only,6,0.9847155471460107,1570,64,1506
MD,RF,inc-only,7,0.9535014191106906,1570,64,1506
MD,RF,inc-only,8,0.9915698517817723,1570,64,1506
MD,RF,appended,1,0.9336307158625039,1570,64,1506
MD,RF,appended,2,0.9747581204667297,1570,64,1506
MD,RF,appended,3,0.9767770419426048,1570,64,1506
MD,RF,appended,4,0.9885550299590035,1570,64,1506
MD,RF,appended,5,0.9884036581520025,1570,64,1506
MD,RF,appended,6,0.9927420372122359,1570,64,1506
MD,RF,appended,7,0.9919899085461998,1570,64,1506
MD,RF,appended,8,0.9955673289183223,1570,64,1506
MD,XGB,inc-only,1,0.9236310312204352,1570,64,1506
MD,XGB,inc-only,2,0.907779880163986,1570,64,1506
MD,XGB,inc-only,3,0.9156644591611479,1570,64,1506
MD,XGB,inc-only,4,0.9793219804478082,1570,64,1506
MD,XGB,inc-only,5,0.9539949542730999,1570,64,1506
MD,XGB,inc-only,6,0.9800340586565752,1570,64,1506
MD,XGB,inc-only,7,0.9367628508356985,1570,64,1506
MD,XGB,inc-only,8,0.9857193314411857,1570,64,1506
MD,XGB,appended,1,0.9222800378429518,1570,64,1506
MD,XGB,appended,2,0.952725953957742,1570,64,1506
MD,XGB,appended,3,0.9611611479028698,1570,64,1506
MD,XGB,appended,4,0.9830034689372438,1570,64,1506
MD,XGB,appended,5,0.984725953957742,1570,64,1506
MD,XGB,appended,6,0.9911781772311573,1570,64,1506
MD,XGB,appended,7,0.9904295175023652,1570,64,1506
MD,XGB,appended,8,0.9932948596657205,1570,64,1506
MK,CART,inc-only,1,0.6616216126681242,1389,95,1294
MK,CART,inc-only,2,0.7219863512886768,1389,95,1294
MK,CART,inc-only,3,0.6982710528059365,1389,95,1294
MK,CART,inc-only,4,0.791965811965812,1389,95,1294
MK,CART,inc-only,5,0.7538461538461538,1389,95,1294
MK,CART,inc-only,6,0.7542940435963692,1389,95,1294
MK,CART,inc-only,7,0.7350768568210428,1389,95,1294
MK,CART,inc-only,8,0.784809183064997,1389,95,1294
MK,CART,appended,1,0.6764731994964553,1389,95,1294
MK,CART,appended,2,0.7562721129000198,1389,95,1294
MK,CART,appended,3,0.743890214006493,1389,95,1294
MK,CART,appended,4,0.8195434969853574,1389,95,1294
MK,CART,appended,5,0.8010236533492348,1389,95,1294
MK,CART,appended,6,0.8071407274895647,1389,95,1294
MK,CART,appended,7,0.8136129331478168,1389,95,1294
MK,CART,appended,8,0.8066302259325515,1389,95,1294
MK,RF,inc-only,1,0.8683273703041144,1389,95,1294
MK,RF,inc-only,2,0.9037795666865435,1389,95,1294
MK,RF,inc-only,3,0.8971042867554495,1389,95,1294
MK,RF,inc-only,4,0.9693053070960047,1389,95,1294
MK,RF,inc-only,5,0.9257735374014444,1389,95,1294
MK,RF,inc-only,6,0.9399390445902074,1389,95,1294
MK,RF,inc-only,7,0.9249403697078116,1389,95,1294
MK,RF,inc-only,8,0.959038627178162,1389,95,1294
MK,RF,appended,1,0.874073411515272,1389,95,1294
MK,RF,appended,2,0.9348191214470285,1389,95,1294
MK,RF,appended,3,0.9413761346319486,1389,95,1294
MK,RF,appended,4,0.9718535082488571,1389,95,1294
MK,RF,appended,5,0.9674395415093089,1389,95,1294
MK,RF,appended,6,0.9759086993970715,1389,95,1294
MK,RF,appended,7,0.9783300205393229,1389,95,1294
MK,RF,appended,8,0.9770277612138079,1389,95,1294
MK,XGB,inc-only,1,0.8578682170542635,1389,95,1294
MK,XGB,inc-only,2,0.8651845226263831,1389,95,1294
MK,XGB,inc-only,3,0.8759650168952494,1389,95,1294
MK,XGB,inc-only,4,0.9620145100377658,1389,95,1294
MK,XGB,inc-only,5,0.9102607168886239,1389,95,1294
MK,XGB,inc-only,6,0.9301855164645862,1389,95,1294
MK,XGB,inc-only,7,0.8871437090041742,1389,95,1294
MK,XGB,inc-only,8,0.9613632147353077,1389,95,1294
MK,XGB,appended,1,0.8642744981117074,1389,95,1294
MK,XGB,appended,2,0.9217378917378917,1389,95,1294
MK,XGB,appended,3,0.9287341814086,1389,95,1294
MK,XGB,appended,4,0.97009176439409,1389,95,1294
MK,XGB,appended,5,0.968331014377526,1389,95,1294
MK,XGB,appended,6,0.9766991320479692,1389,95,1294
MK,XGB,appended,7,0.9755635062611807,1389,95,1294
MK,XGB,appended,8,0.9705641688199828,1389,95,1294
MM,CART,inc-only,1,0.6208356612446959,1084,79,1005
MM,CART,inc-only,2,0.67624177864215,1084,79,1005
MM,CART,inc-only,3,0.653237535360679,1084,79,1005
MM,CART,inc-only,4,0.7643940063649222,1084,79,1005
MM,CART,inc-only,5,0.8001457743988685,1084,79,1005
MM,CART,inc-only,6,0.7812937588401697,1084,79,1005
MM,CART,inc-only,7,0.7927462871287129,1084,79,1005
MM,CART,inc-only,8,0.8667079207920793,1084,79,1005
MM,CART,appended,1,0.6031707920792079,1084,79,1005
MM,CART,appended,2,0.6789506718528996,1084,79,1005
MM,CART,appended,3,0.6921458628005658,1084,79,1005
MM,CART,appended,4,0.8064006364922206,1084,79,1005
MM,CART,appended,5,0.8030236916548797,1084,79,1005
MM,CART,appended,6,0.8119681753889675,1084,79,1005
MM,CART,appended,7,0.8426209335219236,1084,79,1005
MM,CART,appended,8,0.8455038896746817,1084,79,1005
MM,RF,inc-only,1,0.8085737270155587,1084,79,1005
MM,RF,inc-only,2,0.9025519801980199,1084,79,1005
MM,RF,inc-only,3,0.9169479314002829,1084,79,1005
MM,RF,inc-only,4,0.9650425212164073,1084,79,1005
MM,RF,inc-only,5,0.9420249292786421,1084,79,1005
MM,RF,inc-only,6,0.9567012906647807,1084,79,1005
MM,RF,inc-only,7,0.9452789957567185,1084,79,1005
MM,RF,inc-only,8,0.9739240629420085,1084,79,1005
MM,RF,appended,1,0.8177522100424328,1084,79,1005
MM,RF,appended,2,0.913681842291372,1084,79,1005
MM,RF,appended,3,0.9372533592644978,1084,79,1005
MM,RF,appended,4,0.9761027227722772,1084,79,1005
MM,RF,appended,5,0.9841757425742574,1084,79,1005
MM,RF,appended,6,0.9855411951909477,1084,79,1005
MM,RF,appended,7,0.9843540487977369,1084,79,1005
MM,RF,appended,8,0.9912271923620933,1084,79,1005
MM,XGB,inc-only,1,0.7734390028288544,1084,79,1005
MM,XGB,inc-only,2,0.913347860678925,1084,79,1005
MM,XGB,inc-only,3,0.8944397984441301,1084,79,1005
MM,XGB,inc-only,4,0.9659828500707214,1084,79,1005
MM,XGB,inc-only,5,0.9180068953323903,1084,79,1005
MM,XGB,inc-only,6,0.9543766796322489,1084,79,1005
MM,XGB,inc-only,7,0.9429728606789249,1084,79,1005
MM,XGB,inc-only,8,0.9696925388967469,1084,79,1005
MM,XGB,appended,1,0.7613342468175389,1084,79,1005
MM,XGB,appended,2,0.9144937234794908,1084,79,1005
MM,XGB,appended,3,0.9303064002828854,1084,79,1005
MM,XGB,appended,4,0.9800730198019802,1084,79,1005
MM,XGB,appended,5,0.9846951909476662,1084,79,1005
MM,XGB,appended,6,0.9806060820367751,1084,79,1005
MM,XGB,appended,7,0.979521216407355,1084,79,1005
MM,XGB,appended,8,0.9811333097595474,1084,79,1005
MN,CART,inc-only,1,0.6192560054324759,1580,46,1534
MN,CART,inc-only,2,0.6501050420168067,1580,46,1534
MN,CART,inc-only,3,0.5518613657584246,1580,46,1534
MN,CART,inc-only,4,0.7106542313895255,1580,46,1534
MN,CART,inc-only,5,0.6552279093455564,1580,46,1534
MN,CART,inc-only,6,0.6802197394109158,1580,46,1534
